pH,DO(mg/l),CODMn(mg/l),NH3-N(mg/l),本周水质
8.46,3.85,7.7,3.01,6
8.06,9.5,4.2,0.2,3
7.34,3.19,2.5,0.13,4
8.47,2.79,9.7,0.97,5
8.46,4.05,8.0,0.3,4
8.22,7.92,4.3,0.17,3
7.3,4.5,1.7,0.16,4
8.5,5.44,9.9,2.3,6
7.61,5.36,3.8,0.23,3
7.73,7.09,3.2,0.09,2
7.44,7.39,3.7,0.16,2
7.2,7.85,5.3,0.28,3
7.2,5.18,3.9,0.3,3
8.01,7.06,3.6,0.31,2
7.34,3.78,4.3,0.7,4
7.16,2.9,5.5,3.01,6
7.19,6.86,2.3,0.17,2
7.0,2.11,5.3,0.47,5
8.48,6.43,5.1,1.53,5
7.47,1.87,7.1,0.34,6
8.65,4.26,9.1,1.07,4
7.9,8.79,4.6,0.27,3
7.44,4.42,2.8,0.65,4
8.41,2.28,7.5,0.71,5
7.67,7.63,3.8,0.18,2
7.58,8.71,2.0,0.21,2
7.75,7.46,5.9,0.18,3
7.72,6.23,7.8,0.27,4
7.16,8.09,4.8,0.55,3
8.41,3.64,8.2,0.26,4
7.63,7.11,3.8,0.28,2
7.4,5.49,1.8,0.1,3
8.65,5.45,9.7,2.67,6
7.66,5.55,3.4,0.26,3
7.24,6.57,4.1,0.66,3
8.19,7.33,8.7,0.3,4
7.2,4.0,4.1,0.73,4
8.35,2.54,9.7,0.7,5
8.63,3.41,8.9,0.18,4
7.66,7.14,3.8,0.26,2
7.85,4.4,9.2,0.31,4
8.76,4.61,10.1,0.67,5
8.45,11.7,5.6,0.2,3
7.68,5.53,2.7,0.46,3
7.17,4.63,6.0,0.21,4
7.08,7.23,2.6,0.12,2
7.01,1.96,5.4,0.34,6
8.28,9.36,8.0,1.04,4
7.53,3.98,2.5,0.11,4
8.61,4.64,9.2,1.14,4
7.51,5.1,3.6,0.29,3
7.31,6.52,2.6,0.11,2
7.95,11.9,4.0,0.12,2
7.57,8.57,2.1,0.21,2
7.6,9.84,5.3,0.17,3
7.84,8.47,3.3,0.09,2
7.47,6.36,3.8,0.64,3
7.04,7.98,3.9,0.24,2
7.15,5.25,4.0,0.12,3
7.95,7.37,3.4,0.33,2
7.44,8.74,5.0,0.53,3
7.38,4.35,2.1,0.36,4
7.67,8.68,4.8,0.37,3
7.21,5.43,3.7,0.14,3
7.98,7.05,3.5,0.31,2
7.33,4.03,4.1,0.6,4
7.13,3.51,5.9,1.06,4
6.95,6.65,2.7,0.14,2
7.03,1.91,5.4,0.29,6
8.21,9.04,7.8,0.56,4
7.74,6.75,3.3,0.1,2
7.27,6.41,3.7,0.39,2
7.45,2.79,6.9,0.19,5
8.48,2.14,11.9,1.86,5
8.67,14.0,6.0,0.24,3
8.21,2.45,8.2,1.01,5
8.69,4.41,10.2,0.3,5
7.76,8.1,3.9,0.25,2
7.92,7.49,2.6,0.35,2
8.64,5.32,10.3,2.0,5
7.79,7.35,4.9,0.21,3
7.36,6.91,3.3,0.17,2
7.68,6.16,4.1,0.18,3
7.55,9.23,2.3,0.21,2
7.81,12.4,6.1,0.3,4
7.99,7.19,8.3,0.24,4
7.04,7.12,4.1,0.27,3
7.29,6.17,3.0,0.19,2
7.33,8.09,5.8,0.5,3
8.24,5.91,5.9,0.49,3
7.64,9.19,4.4,0.35,3
8.65,4.56,10.3,2.4,6
7.77,6.73,4.7,0.22,3
7.31,6.35,4.0,0.15,2
7.65,8.49,4.0,0.27,2
7.51,2.8,6.6,0.17,5
8.5,2.84,10.0,2.2,6
8.55,10.1,5.0,0.49,3
7.93,7.12,2.6,0.31,2
8.15,2.44,7.4,1.1,5
8.48,4.54,10.6,0.26,5
8.49,8.63,3.9,0.29,2
7.44,4.6,3.1,0.41,4
7.8,7.49,3.4,0.14,2
7.57,6.0,4.7,0.39,3
7.29,7.27,4.8,0.26,3
7.35,5.7,3.8,0.13,3
8.02,7.42,3.4,0.27,2
7.5,3.82,4.8,0.47,4
7.09,3.73,6.1,0.84,4
6.95,6.54,2.5,0.11,2
7.0,2.38,5.0,0.21,5
8.37,12.3,7.9,0.34,4
7.73,9.49,3.4,0.1,2
8.09,7.65,4.0,0.09,2
7.72,6.77,5.2,0.24,3
7.08,4.98,3.7,0.15,4
7.99,7.02,4.3,0.51,3
7.09,3.72,4.1,0.21,4
6.93,6.65,2.2,0.1,2
7.03,2.61,4.8,0.32,5
7.28,6.14,4.2,0.12,3
7.48,6.6,3.9,0.12,2
7.42,10.2,5.9,0.38,3
7.53,7.05,7.1,0.25,4
7.61,9.36,4.6,0.35,3
7.84,9.69,4.3,0.46,3
8.57,15.0,8.0,0.31,4
7.9,4.37,8.6,0.19,4
8.72,2.08,10.7,0.98,5
8.46,10.9,4.8,0.24,3
7.89,6.85,2.8,0.27,2
8.1,3.59,9.0,0.95,4
8.01,4.29,10.3,0.28,5
8.71,9.4,4.2,0.28,3
7.46,5.78,4.2,0.17,3
8.8,6.95,8.8,2.11,6
7.78,5.9,5.4,0.36,3
7.74,9.12,3.4,0.13,2
7.85,5.99,4.0,0.14,3
7.8,6.66,5.6,0.21,3
6.93,4.93,3.9,0.06,4
7.96,6.91,5.1,0.38,3
7.25,3.87,4.1,0.2,4
6.28,2.64,5.7,0.0,5
6.81,6.33,2.2,0.09,2
7.1,3.77,5.2,0.37,4
8.66,18.4,8.4,0.19,4
7.86,5.22,7.6,0.24,4
7.83,8.59,4.7,0.77,3
7.43,7.05,3.8,0.24,2
7.15,8.39,6.2,0.29,4
7.6,6.01,6.6,0.24,4
7.4,8.95,5.4,0.4,3
8.68,1.95,10.6,1.3,6
8.65,13.5,4.4,0.25,3
7.25,6.02,4.3,0.14,3
7.89,6.79,2.7,0.26,2
8.2,3.47,9.2,0.0,4
8.29,3.61,10.2,0.22,5
8.27,7.39,3.9,0.28,2
7.85,5.18,2.4,0.28,3
8.64,5.37,9.2,1.04,4
7.79,5.9,5.8,0.58,3
7.42,3.72,4.3,0.27,4
8.13,2.25,9.2,0.0,5
6.52,5.95,2.4,0.14,3
7.55,7.98,3.3,0.16,2
7.55,6.34,5.7,0.73,3
7.86,6.17,4.8,0.25,3
7.01,5.18,4.3,0.07,3
7.88,6.53,4.9,0.35,3
8.73,4.97,9.4,0.22,4
8.03,7.93,3.8,0.24,2
7.59,7.91,4.8,1.74,5
8.63,6.06,8.0,1.34,4
7.85,5.58,3.9,0.26,3
7.39,6.86,4.6,0.17,3
8.01,8.39,5.0,0.26,3
7.64,9.37,3.6,0.18,2
7.39,10.7,6.8,0.22,4
7.57,5.73,6.8,0.21,4
7.45,9.28,4.8,0.19,3
7.1,3.43,6.1,0.39,4
8.78,18.2,7.6,0.14,4
7.47,4.14,8.0,0.22,4
8.81,5.55,10.4,1.48,5
8.75,9.4,5.1,0.26,3
7.99,6.28,2.8,0.22,2
6.25,3.75,5.5,0.0,4
7.36,6.34,4.4,0.14,3
7.51,6.3,7.1,0.64,4
8.73,13.9,7.1,0.15,4
7.6,4.84,8.6,0.4,4
8.66,3.1,11.4,3.43,6
8.9,11.1,4.8,0.26,3
7.52,6.19,3.6,0.23,2
8.0,3.02,9.2,2.3,6
8.79,3.55,8.4,0.28,4
8.51,8.26,3.8,0.26,2
7.46,8.34,3.4,0.19,2
7.44,9.9,7.2,0.3,4
7.49,6.15,7.6,0.23,4
7.44,9.3,5.2,0.2,3
7.55,6.91,3.5,0.43,2
8.63,5.89,8.3,1.3,4
7.8,6.49,4.3,0.09,3
7.96,6.53,5.1,0.27,3
7.1,5.34,4.0,0.09,3
7.94,7.05,4.7,0.29,3
7.55,4.14,3.4,0.29,4
6.18,3.57,4.1,0.0,4
6.62,6.64,2.5,0.14,2
7.03,1.83,4.9,0.32,6
8.09,8.89,3.3,0.08,2
8.05,8.35,5.2,0.22,3
7.37,5.68,3.4,0.15,3
7.63,6.15,4.3,0.09,3
7.36,7.73,3.2,0.18,2
7.48,8.45,6.6,0.3,4
7.38,6.7,8.3,0.24,4
7.41,9.16,4.9,0.2,3
8.58,5.57,7.2,1.0,4
7.93,7.6,4.1,0.27,3
7.22,3.97,3.3,0.27,4
6.17,3.59,7.3,0.0,4
6.66,6.11,3.0,0.19,2
7.06,1.96,5.0,0.39,6
8.52,9.96,6.5,0.16,4
7.42,3.93,7.0,0.24,4
8.64,7.0,10.6,2.37,6
8.76,8.44,5.1,0.3,3
7.96,5.75,3.4,0.45,3
7.74,6.4,3.2,0.08,2
7.32,6.47,3.6,0.58,3
7.95,6.78,5.3,0.27,3
7.17,5.49,3.8,0.12,3
8.03,1.77,9.2,1.25,6
8.79,3.44,7.2,0.0,4
8.59,8.44,4.0,0.3,2
7.61,5.57,3.7,0.15,3
7.32,8.42,5.6,0.3,3
6.3,4.12,5.8,0.0,4
7.19,8.59,4.1,0.18,3
7.11,2.34,5.0,0.43,5
8.27,8.61,6.5,0.47,4
7.55,4.14,7.2,0.4,4
8.69,5.91,10.0,1.73,5
8.98,10.3,6.0,0.27,3
8.1,5.37,3.2,0.26,3
7.97,1.61,0.0,10.45,6
8.73,3.95,7.3,0.2,4
7.88,6.82,3.7,0.24,2
7.48,5.78,1.8,0.13,3
8.6,6.92,8.4,0.54,4
7.74,7.22,4.2,0.08,3
7.47,6.01,2.9,0.2,2
7.75,9.26,5.4,0.23,3
6.64,6.89,3.3,0.51,3
7.26,7.96,3.1,0.19,2
7.28,7.8,6.4,0.46,4
7.93,7.29,3.3,0.07,2
7.42,6.42,4.3,0.57,3
8.08,7.15,5.3,0.28,3
7.08,4.97,3.9,0.08,4
7.89,7.87,3.4,0.22,2
7.63,4.32,3.6,0.28,4
8.03,9.84,8.7,0.24,4
6.81,7.39,3.0,0.14,2
7.8,6.16,3.3,0.13,2
7.51,7.86,2.4,0.55,3
8.02,6.94,3.5,0.22,2
6.99,5.09,3.8,0.03,3
7.71,7.06,3.1,0.19,2
8.23,4.04,3.9,0.6,4
6.62,5.21,5.2,1.32,4
6.76,7.0,3.1,0.22,2
7.11,2.72,5.1,0.4,5
8.27,8.59,5.9,0.47,3
7.15,6.68,3.0,0.31,2
7.11,6.1,4.9,0.43,3
7.68,5.74,7.1,0.36,4
7.38,8.86,3.8,0.3,2
7.52,4.04,7.1,0.84,4
8.47,4.01,10.3,2.73,6
8.82,7.44,5.9,0.45,3
7.61,2.97,3.0,0.34,5
8.23,1.71,12.7,5.49,6
8.63,4.43,6.7,0.25,4
7.67,6.74,0.4,0.23,2
7.5,5.08,1.8,0.23,3
8.52,6.69,9.2,1.24,4
7.63,5.61,4.4,0.07,3
7.33,5.76,4.2,0.22,3
8.96,9.98,3.7,0.78,3
7.46,6.56,3.7,0.44,2
7.9,6.84,7.3,0.26,4
7.36,10.4,6.0,0.21,3
8.41,4.98,4.0,0.39,4
6.6,3.77,0.0,1.16,4
6.88,7.31,3.4,0.15,2
7.09,1.07,4.4,0.8,6
8.36,9.84,6.1,0.34,4
7.77,2.39,7.8,0.19,5
8.28,1.48,8.8,3.24,6
8.9,8.49,6.9,0.26,4
7.73,1.66,4.3,0.32,6
8.13,1.73,8.3,1.31,6
8.75,7.01,5.9,0.12,3
7.5,5.7,3.4,0.07,3
7.74,6.87,4.2,0.64,3
7.97,6.92,3.9,0.21,2
7.03,5.21,3.9,0.04,3
7.64,7.25,3.1,0.15,2
7.69,6.84,3.8,0.23,2
7.45,2.48,1.9,0.03,5
8.55,6.24,9.3,0.44,4
7.71,6.07,4.6,0.1,3
7.32,6.79,3.3,0.16,2
8.55,9.55,5.5,0.59,3
7.62,7.27,2.2,0.6,3
7.45,7.91,3.4,0.32,2
7.3,8.07,3.4,0.27,2
7.68,6.05,3.2,0.1,2
7.27,7.44,3.3,0.36,2
7.9,5.34,4.4,0.14,3
6.93,5.1,3.6,0.06,3
7.52,6.77,3.3,0.16,2
8.36,5.31,4.1,0.42,3
8.48,6.83,10.7,2.03,6
7.67,7.08,5.1,0.62,3
7.33,6.92,4.1,0.2,3
6.72,3.98,6.3,2.02,6
6.8,7.9,3.2,0.3,2
7.28,3.63,4.0,1.37,4
7.89,10.7,6.3,0.65,4
8.26,5.54,8.9,0.18,4
7.99,1.13,13.7,6.29,6
8.38,9.92,7.3,0.27,4
7.69,2.15,3.5,0.62,5
8.01,1.41,7.5,1.25,6
8.78,8.69,5.7,0.14,3
7.82,6.81,3.7,0.21,2
7.45,3.38,1.7,0.09,4
8.27,10.2,5.7,0.76,3
7.27,6.72,2.4,0.4,2
7.44,8.82,3.6,0.24,2
7.52,9.81,5.2,0.28,3
7.62,6.48,7.4,0.36,4
7.88,6.47,5.5,0.67,3
7.85,7.25,3.2,0.08,2
7.38,7.45,3.7,0.11,2
7.28,6.28,2.4,0.45,2
7.33,7.68,3.9,0.22,2
7.36,9.83,5.5,0.27,3
7.46,4.89,6.8,0.42,4
7.64,6.14,3.4,0.21,2
7.91,0.4,11.0,3.31,6
8.44,8.66,6.7,0.26,4
7.91,2.25,3.0,0.34,5
8.0,1.33,9.2,1.27,6
8.76,9.28,5.1,0.15,3
8.15,5.7,6.8,0.38,4
8.02,5.49,3.6,0.18,3
7.05,5.93,3.4,0.06,3
7.55,7.02,3.4,0.14,2
8.32,5.06,4.3,0.43,3
6.87,4.69,6.2,0.92,4
7.4,10.6,2.6,0.21,2
7.39,5.22,4.4,0.3,3
7.77,12.6,6.9,0.82,4
7.89,6.91,3.6,0.28,2
7.35,2.21,2.7,0.1,5
8.47,6.33,10.5,1.41,5
7.32,6.83,5.5,0.55,3
8.09,10.5,6.1,0.53,4
8.74,10.4,5.0,0.15,3
7.35,7.82,3.2,0.19,2
7.4,3.55,1.9,0.18,4
8.32,5.28,9.5,1.21,4
7.84,7.26,3.3,0.11,2
8.04,6.11,6.3,0.85,4
8.25,5.75,3.7,0.21,3
7.04,5.92,3.5,0.06,3
7.65,7.31,3.4,0.15,2
8.31,5.09,3.8,0.57,3
7.01,5.69,6.0,0.48,3
7.12,9.33,2.4,0.41,2
7.22,4.43,5.0,1.2,4
6.88,1.99,6.0,1.68,6
8.15,2.09,11.6,2.59,6
8.11,5.83,6.7,0.41,4
7.93,3.04,3.7,0.28,4
7.93,1.44,7.9,3.83,6
7.27,9.98,5.2,0.2,3
8.03,7.65,7.2,0.25,4
8.04,5.68,3.4,0.16,3
7.33,5.99,5.2,0.47,3
7.5,7.33,3.9,0.2,2
9.31,10.2,6.2,1.38,6
7.58,6.52,2.3,0.26,2
8.2,7.19,3.8,0.23,2
7.38,7.0,3.2,0.28,2
7.45,6.71,5.9,0.57,3
8.24,6.75,2.4,0.29,2
7.53,8.99,3.5,0.15,2
7.36,10.6,5.5,0.21,3
8.03,7.05,6.6,0.23,4
8.02,7.09,3.7,0.19,2
7.8,7.18,3.4,0.48,2
7.72,6.57,5.8,0.68,3
8.91,5.93,3.2,0.15,3
7.14,6.31,3.7,0.04,2
7.76,7.48,4.0,0.13,2
8.16,4.78,4.1,0.45,4
7.2,5.2,4.5,1.11,4
7.24,9.6,2.7,0.38,2
7.16,1.57,4.8,1.67,6
7.34,9.85,7.7,1.61,5
7.84,3.71,7.6,0.23,4
8.28,1.87,12.3,3.3,6
8.45,11.7,8.5,0.26,4
7.94,4.98,4.2,0.2,4
7.95,1.97,7.2,4.31,6
8.74,10.2,4.8,0.16,3
8.29,7.6,3.9,0.24,2
7.44,3.66,1.7,0.17,4
8.38,6.79,10.7,3.02,6
8.3,10.4,5.5,0.77,3
7.4,6.3,4.4,1.48,4
8.24,5.8,3.8,0.36,3
7.34,5.64,5.2,1.67,5
7.13,4.6,5.8,2.16,6
7.74,5.17,7.7,0.29,4
8.02,1.7,11.5,9.22,6
7.97,7.65,6.3,0.29,4
7.82,3.48,4.2,0.18,4
8.03,3.01,8.6,1.06,4
8.81,8.26,4.6,0.17,3
8.18,7.14,3.8,0.26,2
7.65,5.98,2.5,0.12,3
8.4,8.06,9.3,0.63,4
7.8,6.94,4.6,0.13,3
7.34,7.83,3.6,0.2,2
8.25,10.6,5.3,0.39,3
7.64,7.07,2.5,0.3,2
7.31,8.57,3.5,0.16,2
7.34,10.2,6.3,0.24,4
7.96,7.15,6.9,0.22,4
7.49,7.04,3.5,0.15,2
7.49,7.14,3.4,0.65,3
7.76,6.8,4.9,0.59,3
8.77,6.09,3.9,0.15,2
7.1,6.2,3.7,0.04,2
7.66,7.23,4.0,0.12,2
8.26,11.1,2.6,0.42,2
7.58,6.39,4.0,0.15,2
7.04,6.14,3.7,0.05,2
7.41,7.76,5.9,0.99,3
7.88,10.3,2.3,0.32,2
7.24,5.16,5.8,1.74,5
7.33,7.87,5.9,0.93,3
7.56,2.59,8.1,0.37,5
8.04,0.89,12.7,9.78,6
8.34,11.7,6.0,0.27,3
8.25,7.82,4.3,0.19,3
8.01,2.86,6.9,1.08,5
8.67,9.98,4.4,0.19,3
8.12,6.9,3.9,0.23,2
7.5,4.09,1.5,0.13,4
8.45,8.61,10.7,2.35,6
7.62,9.67,5.4,0.27,3
7.32,7.72,3.1,0.31,2
8.13,10.3,5.3,0.38,3
7.79,7.57,2.5,0.43,2
7.39,9.35,3.4,0.16,2
7.49,8.48,6.7,0.28,4
7.7,6.47,6.6,0.22,4
7.22,8.69,3.4,0.16,2
7.2,7.91,3.4,0.58,3
7.61,7.3,4.7,0.36,3
8.37,5.37,4.3,0.17,3
7.78,3.83,4.3,0.21,4
7.5,7.79,6.1,3.11,6
8.15,8.11,4.3,0.22,3
7.45,8.19,5.2,0.54,3
8.24,5.85,3.1,0.16,3
7.19,5.72,3.8,0.26,3
8.17,6.72,3.5,0.23,2
7.67,5.45,1.6,0.12,3
8.22,5.39,8.8,1.64,5
7.45,6.4,5.4,0.38,3
7.34,7.64,3.4,0.31,2
7.99,12.8,5.4,0.35,3
7.84,9.58,2.6,0.4,2
7.53,8.75,3.7,0.17,2
7.33,7.67,5.7,0.27,3
7.64,6.72,6.5,0.23,4
7.34,8.2,4.6,0.16,3
7.87,7.23,3.9,0.39,2
7.97,3.67,4.1,0.81,4
7.18,4.36,6.4,2.47,6
7.66,9.67,2.5,0.28,2
7.15,4.29,4.7,1.15,4
7.72,4.24,7.2,0.7,4
8.05,1.18,13.3,10.3,6
8.39,7.89,5.7,0.19,3
8.18,8.24,3.3,0.2,2
7.97,2.04,7.5,1.41,5
7.22,7.38,3.4,0.49,2
7.54,8.13,3.2,0.5,2
7.83,9.58,2.7,0.4,2
8.45,5.53,2.6,0.14,3
7.42,6.15,4.0,0.43,2
8.2,7.99,3.8,0.43,2
8.03,3.67,3.8,1.0,4
7.23,4.22,6.7,1.43,4
7.75,10.2,2.6,0.36,2
7.2,4.39,4.8,1.78,5
7.56,7.18,6.5,2.53,6
7.68,6.07,7.8,0.49,4
8.05,0.58,14.5,11.1,6
8.44,8.52,5.2,0.18,3
7.99,7.73,3.4,0.17,2
7.92,1.38,8.3,2.41,6
8.31,8.69,4.5,0.35,3
8.16,7.77,3.9,0.23,2
7.63,5.42,2.0,0.15,3
8.25,6.62,10.2,0.7,5
7.53,7.14,5.0,0.18,3
7.3,7.08,4.0,0.18,2
7.95,12.4,5.1,0.33,3
7.82,10.1,3.9,0.17,2
7.67,9.05,6.3,0.22,4
7.73,9.32,7.2,0.25,4
7.44,7.5,5.1,0.15,3
7.43,8.15,6.0,0.64,3
7.29,7.95,5.1,0.18,3
7.39,4.53,6.1,0.32,4
8.09,2.83,6.1,3.03,6
8.41,7.31,3.9,0.33,2
8.19,8.62,3.8,0.25,2
7.83,7.22,2.3,0.13,2
8.3,7.9,10.9,0.49,5
7.68,8.19,4.9,0.36,3
7.31,7.31,3.6,0.11,2
8.13,12.4,4.7,0.36,3
7.71,9.46,4.4,0.35,3
7.88,11.1,3.8,0.15,2
7.58,8.15,5.6,0.18,3
7.76,9.01,6.8,0.23,4
8.21,9.89,2.3,0.36,2
7.24,3.03,4.4,2.3,6
7.69,8.61,6.5,1.66,5
8.08,1.13,16.4,13.2,6
8.44,9.24,4.9,0.18,3
8.08,11.8,3.2,0.33,2
7.57,7.9,6.2,0.4,4
8.26,6.39,3.5,0.14,2
7.36,5.99,3.6,0.46,3
8.18,8.03,3.8,0.58,3
8.21,2.6,6.3,0.63,5
7.84,6.95,4.1,0.15,3
7.96,10.1,8.6,0.24,4
7.64,4.17,7.6,1.19,4
8.6,6.37,4.0,0.36,2
7.74,9.08,5.3,0.27,3
7.99,7.84,6.2,0.1,4
8.3,7.9,10.8,0.75,5
7.59,8.16,4.7,0.47,3
7.29,7.47,3.7,0.15,2
8.24,11.8,5.0,0.45,3
7.74,9.27,7.0,0.33,4
8.25,9.79,4.3,0.15,3
7.94,8.94,6.0,0.21,3
7.72,10.8,7.1,0.25,4
7.43,5.41,5.2,0.18,3
8.05,10.3,2.2,0.24,2
7.48,7.38,4.0,1.92,5
7.61,7.27,6.1,1.02,4
7.99,0.59,16.3,17.3,6
8.49,8.92,5.3,0.15,3
7.4,11.7,3.3,0.75,3
7.58,8.14,3.8,0.48,2
7.88,6.67,4.5,0.19,3
7.3,5.69,3.6,0.44,3
8.29,8.98,3.9,0.4,2
8.23,3.88,6.8,0.58,4
7.93,1.7,6.3,11.9,6
8.13,10.9,2.3,0.26,2
6.92,11.0,3.2,0.54,3
8.75,8.0,3.7,0.07,2
7.48,6.52,3.7,0.44,2
8.34,10.2,4.1,0.33,3
8.12,4.07,4.4,0.54,4
7.63,4.29,6.2,0.79,4
8.05,12.0,7.5,0.22,4
7.72,8.53,6.4,0.18,4
7.81,9.89,5.9,0.24,3
7.32,6.88,4.3,2.12,6
7.84,10.9,6.3,1.45,4
7.95,1.14,16.7,14.1,6
8.51,11.5,5.8,0.15,3
8.22,7.99,6.2,0.52,4
7.81,0.85,7.2,14.9,6
8.73,8.51,3.8,0.5,2
8.11,9.03,4.2,0.23,3
7.82,9.05,4.7,0.17,3
8.2,6.39,12.4,1.0,5
7.12,10.3,4.7,0.41,3
7.4,6.53,3.4,0.19,2
8.34,11.5,5.1,0.44,3
7.77,8.09,6.4,0.37,4
8.14,9.02,4.4,0.17,3
7.8,7.85,4.4,0.63,3
7.24,12.8,3.3,0.33,2
7.51,9.13,6.3,0.17,4
8.31,7.83,3.8,0.2,2
7.59,6.65,3.6,0.58,3
8.39,10.5,4.4,0.46,3
8.32,4.97,3.6,0.6,4
8.06,9.94,6.5,0.28,4
8.1,11.4,2.2,0.3,2
7.6,10.3,4.6,3.12,6
7.79,9.99,6.6,1.87,5
8.15,4.67,18.2,16.5,6
8.23,12.1,5.5,0.2,3
8.39,13.0,5.2,0.25,3
7.91,9.38,3.8,0.2,2
8.58,8.68,3.6,0.13,2
7.86,7.19,5.4,0.1,3
8.4,10.2,7.9,0.69,4
7.64,11.6,5.2,0.19,3
7.4,5.93,3.9,0.22,3
8.71,12.3,5.3,0.42,3
7.53,4.22,5.4,0.36,4
8.28,11.0,4.3,0.14,3
8.08,11.5,7.2,0.36,4
7.84,0.68,11.3,19.7,6
8.16,10.7,8.2,0.21,4
7.75,8.04,4.6,0.55,3
8.5,9.37,2.8,0.08,2
7.93,9.95,7.6,0.21,4
7.49,10.1,4.2,0.16,3
7.22,12.8,3.3,0.42,2
7.64,7.14,6.0,0.73,3
7.98,8.47,3.7,0.15,2
7.74,7.67,3.5,0.61,3
8.27,10.4,4.1,1.15,4
8.46,8.12,4.0,0.33,2
8.03,11.7,6.1,0.19,4
8.08,10.9,2.4,0.54,3
7.61,10.4,0.0,3.03,6
7.9,10.5,6.2,1.02,4
8.55,10.3,7.6,0.2,4
8.01,1.4,21.4,16.0,6
8.06,11.5,5.6,0.19,3
8.21,14.3,5.7,0.21,3
7.82,1.2,7.7,16.0,6
7.88,7.95,5.4,0.1,3
8.18,9.03,12.2,1.12,5
8.3,10.7,4.9,0.19,3
7.36,6.45,2.7,0.18,2
8.54,12.7,5.1,0.45,3
7.77,5.56,5.1,0.3,3
8.22,10.9,4.1,0.16,3
8.24,11.9,7.8,0.33,4
8.01,9.82,3.9,0.24,2
7.25,14.2,3.4,0.36,2
8.01,10.3,2.6,0.51,3
8.07,9.67,3.9,0.51,3
7.63,8.35,3.6,0.45,2
8.19,10.4,3.9,1.19,4
8.49,9.08,4.0,1.13,4
8.09,2.11,20.9,18.2,6
7.72,7.69,5.3,0.16,3
8.09,10.3,5.0,0.3,3
7.79,2.09,7.7,13.7,6
8.48,8.82,2.7,0.2,2
8.16,8.5,4.4,0.27,3
8.0,10.3,6.3,0.16,4
8.12,8.91,12.3,1.05,5
8.46,10.3,4.5,0.18,3
7.47,7.3,3.6,0.2,2
8.66,12.5,5.2,0.49,3
7.38,8.96,4.6,2.53,6
7.68,9.25,6.2,2.85,6
8.43,12.0,6.8,0.15,4
7.95,7.06,5.0,0.33,3
8.16,12.0,5.0,0.21,3
8.17,11.5,8.0,0.61,4
7.97,10.0,7.3,0.21,4
7.22,10.5,4.1,0.27,3
7.87,9.81,6.9,0.42,4
7.45,7.14,4.5,0.85,3
7.42,8.25,4.6,0.71,3
7.33,10.5,4.1,0.45,3
7.27,7.73,3.6,0.7,3
8.21,10.9,3.7,0.95,3
8.48,8.96,3.6,0.83,3
7.64,4.3,5.7,0.95,4
8.05,9.82,2.3,0.49,2
7.24,7.82,5.1,1.84,5
7.78,10.0,6.1,2.86,6
8.13,11.0,6.3,0.17,4
7.93,1.46,19.8,19.2,6
7.8,9.8,4.9,0.18,3
7.92,6.52,4.2,0.72,3
7.78,1.96,7.3,8.27,6
7.31,14.1,3.3,0.45,2
8.67,12.2,3.6,0.21,2
8.28,10.1,4.6,0.19,3
8.06,9.66,5.4,0.14,3
8.13,10.0,13.1,0.87,5
8.43,9.33,4.4,0.14,3
7.4,7.2,4.0,0.2,2
8.52,11.7,5.2,0.45,3
8.0,6.77,4.5,0.31,3
8.19,12.4,5.2,0.22,3
8.26,11.2,7.2,0.58,4
8.09,10.8,6.8,0.21,4
8.01,10.9,4.1,0.24,3
8.43,9.82,3.6,0.77,3
8.34,11.7,3.9,0.83,3
8.22,10.8,2.3,0.53,3
7.49,11.3,5.2,1.46,4
7.91,10.2,6.2,3.6,6
8.19,11.2,6.9,0.23,4
8.0,4.13,19.7,16.0,6
7.81,10.7,5.4,0.33,3
8.23,12.6,4.7,0.6,3
8.0,3.95,6.6,0.61,4
8.63,13.6,4.1,0.28,3
8.75,10.3,4.6,0.23,3
8.05,10.2,3.5,0.11,2
8.64,12.0,5.0,0.41,3
8.07,11.0,12.6,0.92,5
8.32,7.97,4.6,0.79,3
7.49,7.54,4.0,0.07,2
8.13,7.14,4.7,0.55,3
8.3,12.5,5.1,0.2,3
8.41,14.3,7.7,0.5,4
8.19,12.2,7.0,0.2,4
7.36,9.49,4.1,0.52,3
7.45,13.1,3.3,0.38,2
7.34,9.34,5.1,0.6,3
6.83,11.4,3.9,0.32,2
7.36,7.81,3.7,1.11,4
7.6,4.98,5.2,0.7,4
8.3,10.6,3.8,0.61,3
8.35,11.8,3.7,0.51,3
8.36,11.6,2.9,0.56,3
7.48,11.3,5.2,1.77,5
8.07,10.8,6.6,3.11,6
8.23,6.96,6.6,0.32,4
7.81,11.5,20.8,12.3,6
7.86,12.2,5.3,0.89,3
8.35,13.6,3.8,0.51,3
8.09,5.05,6.7,0.9,4
8.39,10.4,3.1,0.4,2
8.54,10.5,5.1,0.24,3
8.34,11.0,4.9,0.15,3
8.01,11.4,10.5,0.54,5
8.71,12.0,7.2,0.89,4
8.24,12.4,7.2,0.19,4
7.49,10.3,4.2,0.35,3
8.28,7.66,4.0,1.03,4
7.33,7.08,4.0,0.13,2
8.46,11.8,4.5,0.46,3
8.36,10.5,4.4,0.65,3
7.96,11.8,3.8,0.3,2
7.41,13.0,3.3,0.59,3
7.25,9.69,4.3,0.85,3
7.14,11.4,3.7,0.35,2
7.6,8.51,3.3,0.93,3
